MONTH,DAY,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,OLATITUDE,OLONGITUDE,DESTINATION_AIRPORT,DLATITUDE,DLONGITUDE,SCHEDULED_DEPARTURE,DEPARTURE_TIME,Departure,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,CANCELLED,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
1,26,MQ,3340,LGA,40.63975,-73.77893,TYS,35.81249,-83.99286,1130,1253,12.88333333,1333,124,0,41,0,0,0,83
1,26,MQ,3553,LGA,40.63975,-73.77893,XNA,36.28187,-94.30681,1450,,0,1720,,1,,,,,
1,27,DL,421,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,605,,0,845,,1,,,,,
1,27,DL,2626,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,830,,0,1113,,1,,,,,
1,27,DL,479,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,830,,0,1111,,1,,,,,
1,27,DL,465,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1530,,0,1814,,1,,,,,
1,27,DL,492,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1735,,0,2023,,1,,,,,
1,27,DL,460,JFK,40.63975,-73.77893,ATL,33.64044,-84.42694,1925,,0,2209,,1,,,,,
1,27,DL,904,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,600,,0,844,,1,,,,,
1,27,WN,2331,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,625,,0,915,,1,,,,,
1,27,DL,1547,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,659,,0,942,,1,,,,,
1,27,MQ,3682,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,700,,0,936,,1,,,,,
1,27,DL,1647,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,759,,0,1051,,1,,,,,
1,27,DL,1747,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,859,,0,1200,,1,,,,,
1,27,WN,1871,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,925,,0,1215,,1,,,,,
1,27,MQ,3031,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,959,,0,1238,,1,,,,,
1,27,DL,2001,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1000,,0,1255,,1,,,,,
1,27,DL,1947,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1059,,0,1347,,1,,,,,
1,27,WN,556,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1155,,0,1440,,1,,,,,
1,27,DL,2147,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1259,,0,1548,,1,,,,,
1,27,MQ,3674,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1320,,0,1554,,1,,,,,
1,27,DL,2247,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1359,,0,1650,,1,,,,,
1,27,DL,221,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1500,,0,1753,,1,,,,,
1,27,WN,4542,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1525,,0,1815,,1,,,,,
1,27,DL,2447,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1600,,0,1853,,1,,,,,
1,27,DL,1914,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1659,,0,1955,,1,,,,,
1,27,DL,2547,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1730,,0,2017,,1,,,,,
1,27,DL,847,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1759,,0,2054,,1,,,,,
1,27,WN,1703,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1825,,0,2120,,1,,,,,
1,27,DL,2608,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1859,,0,2146,,1,,,,,
1,27,MQ,3236,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1910,,0,2147,,1,,,,,
1,27,DL,1686,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,1930,,0,2222,,1,,,,,
1,27,DL,1147,LGA,40.63975,-73.77893,ATL,33.64044,-84.42694,2000,,0,2252,,1,,,,,
1,27,B6,795,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,830,,0,1157,,1,,,,,
1,27,AA,291,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,1700,,0,2025,,1,,,,,
1,27,DL,498,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,1735,,0,2103,,1,,,,,
1,27,B6,1295,JFK,40.63975,-73.77893,AUS,30.19453,-97.66987,2059,,0,21,,1,,,,,
1,27,EV,5074,LGA,40.63975,-73.77893,BHM,33.56294,-86.75355,1330,,0,1519,,1,,,,,
1,27,EV,5038,LGA,40.63975,-73.77893,BHM,33.56294,-86.75355,2010,,0,2158,,1,,,,,
1,27,MQ,2949,JFK,40.63975,-73.77893,BNA,36.12448,-86.67818,1655,,0,1831,,1,,,,,
1,27,MQ,3086,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,820,,0,952,,1,,,,,
1,27,WN,1945,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,945,,0,1130,,1,,,,,
1,27,MQ,3418,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1200,,0,1336,,1,,,,,
1,27,WN,101,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1330,,0,1505,,1,,,,,
1,27,EV,5213,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1359,,0,1539,,1,,,,,
1,27,MQ,3382,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1610,,0,1749,,1,,,,,
1,27,WN,238,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1755,,0,1940,,1,,,,,
1,27,MQ,3486,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1819,,0,2004,,1,,,,,
1,27,MQ,3260,LGA,40.63975,-73.77893,BNA,36.12448,-86.67818,1945,,0,2120,,1,,,,,
1,27,B6,318,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,640,,0,749,,1,,,,,
1,27,DL,448,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,700,,0,821,,1,,,,,
1,27,AA,84,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,730,,0,841,,1,,,,,
1,27,B6,518,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1030,,0,1133,,1,,,,,
1,27,DL,437,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1030,,0,1140,,1,,,,,
1,27,B6,1318,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1229,,0,1334,,1,,,,,
1,27,AA,193,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1240,,0,1343,,1,,,,,
1,27,B6,118,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1359,,0,1505,,1,,,,,
1,27,DL,2627,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1530,,0,1653,,1,,,,,
1,27,AA,1096,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1600,,0,1715,,1,,,,,
1,27,B6,918,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1645,,0,1759,,1,,,,,
1,27,DL,445,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,1700,,0,1817,,1,,,,,
1,27,DL,2635,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,2000,,0,2122,,1,,,,,
1,27,AA,2314,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,2025,,0,2135,,1,,,,,
1,27,B6,418,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,2055,,0,2204,,1,,,,,
1,27,B6,718,JFK,40.63975,-73.77893,BOS,42.36435,-71.00518,2255,,0,2359,,1,,,,,
1,27,US,2134,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,600,,0,701,,1,,,,,
1,27,DL,2666,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,600,,0,711,,1,,,,,
1,27,DL,2668,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,659,,0,817,,1,,,,,
1,27,US,2136,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,700,,0,807,,1,,,,,
1,27,DL,2670,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,759,,0,912,,1,,,,,
1,27,US,2138,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,800,,0,905,,1,,,,,
1,27,DL,2672,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,859,,0,1021,,1,,,,,
1,27,US,2140,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,900,,0,1015,,1,,,,,
1,27,US,2142,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1000,,0,1111,,1,,,,,
1,27,DL,2674,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1000,,0,1120,,1,,,,,
1,27,DL,2676,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1059,,0,1212,,1,,,,,
1,27,US,2144,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1100,,0,1208,,1,,,,,
1,27,US,2146,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1200,,0,1309,,1,,,,,
1,27,DL,2678,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1200,,0,1316,,1,,,,,
1,27,DL,2680,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1259,,0,1408,,1,,,,,
1,27,US,2148,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1300,,0,1407,,1,,,,,
1,27,DL,2682,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1359,,0,1511,,1,,,,,
1,27,US,2150,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1400,,0,1503,,1,,,,,
1,27,DL,2684,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1459,,0,1617,,1,,,,,
1,27,US,2152,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1500,,0,1609,,1,,,,,
1,27,US,2154,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1600,,0,1717,,1,,,,,
1,27,DL,2686,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1600,,0,1721,,1,,,,,
1,27,DL,2688,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1659,,0,1823,,1,,,,,
1,27,US,2156,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1700,,0,1815,,1,,,,,
1,27,DL,2690,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1759,,0,1923,,1,,,,,
1,27,US,2158,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1800,,0,1915,,1,,,,,
1,27,US,2160,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1900,,0,2011,,1,,,,,
1,27,DL,2692,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,1900,,0,2021,,1,,,,,
1,27,US,2162,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,2000,,0,2113,,1,,,,,
1,27,DL,2694,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,2000,,0,2118,,1,,,,,
1,27,US,2164,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,2100,,0,2207,,1,,,,,
1,27,DL,2696,LGA,40.63975,-73.77893,BOS,42.36435,-71.00518,2159,,0,2306,,1,,,,,
1,27,B6,1634,JFK,40.63975,-73.77893,BTV,44.473,-73.15031,918,,0,1034,,1,,,,,
1,27,B6,1734,JFK,40.63975,-73.77893,BTV,44.473,-73.15031,1635,,0,1756,,1,,,,,
1,27,B6,234,JFK,40.63975,-73.77893,BTV,44.473,-73.15031,2249,,0,2359,,1,,,,,
1,27,B6,2602,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1054,,0,1216,,1,,,,,
1,27,B6,2402,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1306,,0,1431,,1,,,,,
1,27,B6,2302,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1630,,0,1759,,1,,,,,
1,27,B6,2202,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,1836,,0,2005,,1,,,,,
1,27,B6,2002,JFK,40.63975,-73.77893,BUF,42.94052,-78.73217,2310,,0,33,,1,,,,,
1,27,EV,5459,LGA,40.63975,-73.77893,BUF,42.94052,-78.73217,1640,,0,1818,,1,,,,,
1,27,B6,359,JFK,40.63975,-73.77893,BUR,34.20062,-118.3585,1730,,0,2054,,1,,,,,
1,27,MQ,3044,JFK,40.63975,-73.77893,BWI,39.1754,-76.6682,1629,,0,1738,,1,,,,,
1,27,EV,5005,LGA,40.63975,-73.77893,CAE,33.93884,-81.11954,950,,0,1218,,1,,,,,
1,27,EV,5557,LGA,40.63975,-73.77893,CAE,33.93884,-81.11954,2010,,0,2230,,1,,,,,
1,27,WN,782,LGA,40.63975,-73.77893,CAK,40.91631,-81.44247,1125,,0,1310,,1,,,,,
1,27,WN,3497,LGA,40.63975,-73.77893,CAK,40.91631,-81.44247,1930,,0,2110,,1,,,,,
1,27,MQ,3273,LGA,40.63975,-73.77893,CHO,38.13864,-78.45286,1229,,0,1358,,1,,,,,
1,27,EV,4995,LGA,40.63975,-73.77893,CHO,38.13864,-78.45286,2045,,0,2215,,1,,,,,
1,27,B6,1273,JFK,40.63975,-73.77893,CHS,32.89865,-80.04051,735,,0,947,,1,,,,,
1,27,B6,1373,JFK,40.63975,-73.77893,CHS,32.89865,-80.04051,1359,,0,1612,,1,,,,,
1,27,EV,5021,LGA,40.63975,-73.77893,CHS,32.89865,-80.04051,935,,0,1205,,1,,,,,
1,27,MQ,3615,JFK,40.63975,-73.77893,CLE,41.41089,-81.8494,1510,,0,1713,,1,,,,,
1,27,EV,4558,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,603,,0,759,,1,,,,,
1,27,EV,4559,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,833,,0,1032,,1,,,,,
1,27,EV,5532,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,905,,0,1105,,1,,,,,
1,27,EV,4214,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,933,,0,1132,,1,,,,,
1,27,EV,4441,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1100,,0,1255,,1,,,,,
1,27,EV,5353,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1105,,0,1256,,1,,,,,
1,27,EV,4416,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1308,,0,1502,,1,,,,,
1,27,EV,4199,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1430,,0,1624,,1,,,,,
1,27,EV,4895,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1715,,0,1911,,1,,,,,
1,27,EV,4310,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,1753,,0,1947,,1,,,,,
1,27,EV,4314,LGA,40.63975,-73.77893,CLE,41.41089,-81.8494,2017,,0,2207,,1,,,,,
1,27,US,413,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,620,,0,827,,1,,,,,
1,27,B6,219,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,802,,0,1010,,1,,,,,
1,27,AA,1653,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,820,,0,1032,,1,,,,,
1,27,US,887,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,1015,,0,1219,,1,,,,,
1,27,US,2063,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,1200,,0,1401,,1,,,,,
1,27,US,1919,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,1658,,0,1910,,1,,,,,
1,27,B6,1119,JFK,40.63975,-73.77893,CLT,35.21401,-80.94313,1707,,0,1911,,1,,,,,
1,27,US,1951,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,630,,0,841,,1,,,,,
1,27,US,1995,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,759,,0,1007,,1,,,,,
1,27,US,1815,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,845,,0,1056,,1,,,,,
1,27,US,1882,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,959,,0,1213,,1,,,,,
1,27,US,891,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1120,,0,1328,,1,,,,,
1,27,US,626,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1300,,0,1500,,1,,,,,
1,27,US,1908,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1445,,0,1650,,1,,,,,
1,27,US,1781,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1545,,0,1753,,1,,,,,
1,27,US,1851,LGA,40.63975,-73.77893,CLT,35.21401,-80.94313,1705,,0,1914,,1,,,,,
1,27,MQ,3639,JFK,40.63975,-73.77893,CMH,39.99799,-82.89188,1530,,0,1730,,1,,,,,
1,27,MQ,3535,JFK,40.63975,-73.77893,CMH,39.99799,-82.89188,1850,,0,2039,,1,,,,,
1,27,MQ,3407,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,829,,0,1020,,1,,,,,
1,27,MQ,3281,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1100,,0,1254,,1,,,,,
1,27,MQ,3402,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1349,,0,1541,,1,,,,,
1,27,MQ,2995,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1450,,0,1644,,1,,,,,
1,27,MQ,3526,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1720,,0,1916,,1,,,,,
1,27,MQ,3391,LGA,40.63975,-73.77893,CMH,39.99799,-82.89188,1938,,0,2137,,1,,,,,
1,27,MQ,2963,JFK,40.63975,-73.77893,CVG,39.04614,-84.66217,1510,,0,1735,,1,,,,,
1,27,EV,5071,LGA,40.63975,-73.77893,CVG,39.04614,-84.66217,1250,,0,1515,,1,,,,,
1,27,WN,1797,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,655,,0,1005,,1,,,,,
1,27,VX,761,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,700,,0,1010,,1,,,,,
1,27,WN,1159,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,850,,0,1205,,1,,,,,
1,27,VX,765,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1140,,0,1450,,1,,,,,
1,27,WN,804,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1255,,0,1605,,1,,,,,
1,27,VX,717,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1545,,0,1855,,1,,,,,
1,27,WN,702,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1720,,0,2040,,1,,,,,
1,27,VX,769,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,1830,,0,2140,,1,,,,,
1,27,WN,1814,LGA,40.63975,-73.77893,DAL,32.84711,-96.85177,2030,,0,2340,,1,,,,,
1,27,MQ,3284,LGA,40.63975,-73.77893,DAY,39.90238,-84.21938,1356,,0,1548,,1,,,,,
1,27,MQ,3473,LGA,40.63975,-73.77893,DAY,39.90238,-84.21938,2105,,0,2303,,1,,,,,
1,27,MQ,3370,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,848,,0,1017,,1,,,,,
1,27,MQ,3225,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1110,,0,1234,,1,,,,,
1,27,MQ,3378,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1305,,0,1431,,1,,,,,
1,27,AA,1029,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1600,,0,1721,,1,,,,,
1,27,MQ,3365,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,1729,,0,1858,,1,,,,,
1,27,MQ,3121,JFK,40.63975,-73.77893,DCA,38.85208,-77.03772,2145,,0,2310,,1,,,,,
1,27,US,2167,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,600,,0,705,,1,,,,,
1,27,US,2169,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,700,,0,813,,1,,,,,
1,27,US,2171,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,800,,0,923,,1,,,,,
1,27,US,2173,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,900,,0,1023,,1,,,,,
1,27,US,2175,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1000,,0,1123,,1,,,,,
1,27,US,2177,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1100,,0,1216,,1,,,,,
1,27,US,2179,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1200,,0,1318,,1,,,,,
1,27,US,2181,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1300,,0,1418,,1,,,,,
1,27,US,2183,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1400,,0,1515,,1,,,,,
1,27,US,2185,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1500,,0,1621,,1,,,,,
1,27,US,2187,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1600,,0,1723,,1,,,,,
1,27,US,2189,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1700,,0,1822,,1,,,,,
1,27,US,2191,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1800,,0,1922,,1,,,,,
1,27,US,2193,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,1900,,0,2019,,1,,,,,
1,27,US,2195,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,2000,,0,2124,,1,,,,,
1,27,US,2197,LGA,40.63975,-73.77893,DCA,38.85208,-77.03772,2100,,0,2219,,1,,,,,
1,27,DL,433,JFK,40.63975,-73.77893,DEN,39.85841,-104.667,1815,,0,2100,,1,,,,,
1,27,UA,1053,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,645,,0,919,,1,,,,,
1,27,UA,1521,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,751,,0,1025,,1,,,,,
1,27,DL,2594,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,815,,0,1103,,1,,,,,
1,27,WN,805,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1010,,0,1250,,1,,,,,
1,27,UA,1128,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1200,,0,1434,,1,,,,,
1,27,UA,1228,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1538,,0,1813,,1,,,,,
1,27,WN,7,LGA,40.63975,-73.77893,DEN,39.85841,-104.667,1635,,0,1920,,1,,,,,
1,27,AA,65,JFK,40.63975,-73.77893,DFW,32.89595,-97.0372,1615,,0,1931,,1,,,,,
1,27,AA,1103,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,600,,0,907,,1,,,,,
1,27,AA,1107,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,645,,0,955,,1,,,,,
1,27,AA,1111,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,730,,0,1040,,1,,,,,
1,27,AA,1121,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,818,,0,1130,,1,,,,,
1,27,AA,1131,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,925,,0,1239,,1,,,,,
1,27,AA,1100,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1101,,0,1415,,1,,,,,
1,27,AA,1104,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1151,,0,1505,,1,,,,,
1,27,AA,1108,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1245,,0,1557,,1,,,,,
1,27,NK,917,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1250,,0,1603,,1,,,,,
1,27,AA,1110,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1329,,0,1643,,1,,,,,
1,27,AA,1114,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1459,,0,1818,,1,,,,,
1,27,AA,1120,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1554,,0,1910,,1,,,,,
1,27,AA,1138,LGA,40.63975,-73.77893,DFW,32.89595,-97.0372,1629,,0,1945,,1,,,,,
1,27,DL,2254,JFK,40.63975,-73.77893,DTW,42.21206,-83.34884,910,,0,1129,,1,,,,,
1,27,DL,2496,JFK,40.63975,-73.77893,DTW,42.21206,-83.34884,1937,,0,2157,,1,,,,,
1,27,DL,2588,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,600,,0,802,,1,,,,,
1,27,MQ,3610,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,635,,0,835,,1,,,,,
1,27,DL,831,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,720,,0,926,,1,,,,,
1,27,DL,583,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,900,,0,1120,,1,,,,,
1,27,MQ,3478,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,929,,0,1135,,1,,,,,
1,27,NK,475,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,940,,0,1143,,1,,,,,
1,27,DL,2449,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1100,,0,1306,,1,,,,,
1,27,MQ,3533,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1140,,0,1341,,1,,,,,
1,27,DL,629,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1245,,0,1447,,1,,,,,
1,27,MQ,3231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1410,,0,1609,,1,,,,,
1,27,DL,1231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1415,,0,1627,,1,,,,,
1,27,DL,2231,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1630,,0,1849,,1,,,,,
1,27,DL,2131,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1825,,0,2047,,1,,,,,
1,27,MQ,3181,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,1910,,0,2111,,1,,,,,
1,27,DL,2331,LGA,40.63975,-73.77893,DTW,42.21206,-83.34884,2000,,0,2219,,1,,,,,
1,27,AA,2283,JFK,40.63975,-73.77893,EGE,39.64257,-106.9177,1730,,0,2022,,1,,,,,
1,27,B6,601,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,601,,0,909,,1,,,,,
1,27,B6,901,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,722,,0,1035,,1,,,,,
1,27,VX,501,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,800,,0,1105,,1,,,,,
1,27,DL,2431,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,805,,0,1133,,1,,,,,
1,27,B6,1701,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,840,,0,1156,,1,,,,,
1,27,DL,2060,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,915,,0,1240,,1,,,,,
1,27,B6,1,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,959,,0,1306,,1,,,,,
1,27,DL,497,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1050,,0,1403,,1,,,,,
1,27,B6,1401,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1323,,0,1629,,1,,,,,
1,27,B6,301,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1426,,0,1734,,1,,,,,
1,27,B6,1801,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1548,,0,1907,,1,,,,,
1,27,DL,477,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1600,,0,1922,,1,,,,,
1,27,B6,201,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1730,,0,2044,,1,,,,,
1,27,DL,2577,JFK,40.63975,-73.77893,FLL,26.07258,-80.15275,1900,,0,2223,,1,,,,,
1,27,B6,371,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,600,,0,903,,1,,,,,
1,27,NK,705,LGA,40.63975,-73.77893,FLL,26.07258,-80.15275,630,,0,936,,1,,,,,
